site1,part/number,site2,document/type,purchase/order/number,indication,supplier,first/qty,purchase/order/quantity,created/date,eta,total/po/qty,total/number/of/po,eta/status,final/po/qty,index/part/number
GREECE,CBP9078MK,GREECE,Purchase Order,144949,O,IBERICA,105,3,21-01-2025,26-02-2025,3,1,1,3,CBP9078MK1
GREECE,CCA1002,GREECE,Purchase Order,144802 BOIII,O,AYD,6,10,17-09-2024,20-02-2025,10,1,1,10,CCA10021
GREECE,CCA1003,GREECE,Purchase Order,144918,O,AYD,29,90,18-12-2024,18-03-2025,100,2,1,90,CCA10031
GREECE,CCA1003,GREECE,Purchase Order,144963,O,AYD,30,10,27-01-2025,16-05-2025,100,2,2,10,CCA10032
GREECE,CCA1006,GREECE,Purchase Order,144918,O,AYD,23,90,18-12-2024,18-03-2025,150,2,1,90,CCA10061
GREECE,CCA1006,GREECE,Purchase Order,144963,O,AYD,24,60,27-01-2025,16-05-2025,150,2,2,60,CCA10062
GREECE,CCA1008,GREECE,Purchase Order,144892 BO,O,AYD,9,30,27-11-2024,20-02-2025,80,3,1,30,CCA10081
GREECE,CCA1008,GREECE,Purchase Order,144918,O,AYD,24,30,18-12-2024,18-03-2025,80,3,2,30,CCA10082
GREECE,CCA1008,GREECE,Purchase Order,144963,O,AYD,25,20,27-01-2025,16-05-2025,80,3,3,20,CCA10083
GREECE,CCA1009,GREECE,Purchase Order,CEO20495-144954b,O,CAP,166,2,23-01-2025,14-02-2025,22,3,1,2,CCA10091
GREECE,CCA1009,GREECE,Purchase Order,144892 BO,O,AYD,108,10,27-11-2024,20-02-2025,22,3,2,10,CCA10092
GREECE,CCA1009,GREECE,Purchase Order,144918,O,AYD,137,10,18-12-2024,18-03-2025,22,3,3,10,CCA10093
GREECE,CCA1010,GREECE,Purchase Order,144918,O,AYD,108,15,18-12-2024,18-03-2025,15,1,1,15,CCA10101
GREECE,CCA1011,GREECE,Purchase Order,144892 BO,O,AYD,33,50,27-11-2024,20-02-2025,70,2,1,50,CCA10111
GREECE,CCA1011,GREECE,Purchase Order,144963,O,AYD,76,20,27-01-2025,16-05-2025,70,2,2,20,CCA10112
GREECE,CCA1014,GREECE,Purchase Order,CEO20401-144926,O,CAP,38,2,20-12-2024,29-01-2025,6,2,1,2,CCA10141
GREECE,CCA1014,GREECE,Purchase Order,144966,O,FORMPART,108,4,28-01-2025,12-03-2025,6,2,2,4,CCA10142
GREECE,CCA1016,GREECE,Purchase Order,144858 BOII,O,LIM,6,10,30-10-2024,05-02-2025,35,3,1,35,CCA10161
GREECE,CCA1016,GREECE,Purchase Order,144887 BO,O,LIM,14,15,26-11-2024,05-02-2025,35,3,2,35,CCA10162
GREECE,CCA1016,GREECE,Purchase Order,144817 BOIII,O,LIM,2,10,30-09-2024,05-02-2025,35,3,3,35,CCA10163
GREECE,CCA1017,GREECE,Purchase Order,144837 BOII,O,AYD,3,20,18-10-2024,20-02-2025,30,2,1,20,CCA10171
GREECE,CCA1017,GREECE,Purchase Order,144963,O,AYD,77,10,27-01-2025,16-05-2025,30,2,2,10,CCA10172
GREECE,CCA1018,GREECE,Purchase Order,144918,O,AYD,132,10,18-12-2024,18-03-2025,10,1,1,10,CCA10181
GREECE,CCA1019,GREECE,Purchase Order,CEO20409-144929,O,CAP,42,10,24-12-2024,29-01-2025,25,3,1,10,CCA10191
GREECE,CCA1019,GREECE,Purchase Order,CEO20497-144951,O,CAP,31,5,23-01-2025,14-02-2025,25,3,2,5,CCA10192
GREECE,CCA1019,GREECE,Purchase Order,144858 BOIII,O,LIM,9,10,30-10-2024,26-02-2025,25,3,3,10,CCA10193
GREECE,CCA1020,GREECE,Purchase Order,144892 BO,O,AYD,37,15,27-11-2024,20-02-2025,45,2,1,15,CCA10201
GREECE,CCA1020,GREECE,Purchase Order,144963,O,AYD,81,30,27-01-2025,16-05-2025,45,2,2,30,CCA10202
GREECE,CCA1021,GREECE,Purchase Order,144858 BOII,O,LIM,7,10,30-10-2024,05-02-2025,40,4,1,10,CCA10211
GREECE,CCA1021,GREECE,Purchase Order,144887 BOII,O,LIM,36,15,26-11-2024,26-02-2025,40,4,2,25,CCA10212
GREECE,CCA1021,GREECE,Purchase Order,144928 BOII,O,LIM,107,10,24-12-2024,26-02-2025,40,4,3,25,CCA10213
GREECE,CCA1021,GREECE,Purchase Order,144950,O,LIM,149,5,23-01-2025,25-04-2025,40,4,4,5,CCA10214
GREECE,CCA1022,GREECE,Purchase Order,CEO20395-144920,O,CAP,14,6,18-12-2024,29-01-2025,6,1,1,6,CCA10221
GREECE,CCA1025,GREECE,Purchase Order,144918,O,AYD,134,20,18-12-2024,18-03-2025,20,1,1,20,CCA10251
GREECE,CCA1026,GREECE,Purchase Order,144963,O,AYD,88,15,27-01-2025,16-05-2025,15,1,1,15,CCA10261
GREECE,CCA1027,GREECE,Purchase Order,CEO20409-144929,O,CAP,28,5,24-12-2024,29-01-2025,15,3,1,5,CCA10271
GREECE,CCA1027,GREECE,Purchase Order,CEO20497-144951,O,CAP,14,5,23-01-2025,14-02-2025,15,3,2,5,CCA10272
GREECE,CCA1027,GREECE,Purchase Order,144950,O,LIM,80,5,23-01-2025,25-04-2025,15,3,3,5,CCA10273
GREECE,CCA1030,GREECE,Purchase Order,CEO20497-144951,O,CAP,36,5,23-01-2025,14-02-2025,10,2,1,5,CCA10301
GREECE,CCA1030,GREECE,Purchase Order,144950,O,LIM,154,5,23-01-2025,25-04-2025,10,2,2,5,CCA10302
GREECE,CCA1032,GREECE,Purchase Order,144892 BO,O,AYD,111,20,27-11-2024,20-02-2025,20,1,1,20,CCA10321
GREECE,CCA1035,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,31,1,15-01-2025,07-02-2025,1,1,1,1,CCA10351
GREECE,CCA1037,GREECE,Purchase Order,144887 BO,O,LIM,15,5,26-11-2024,05-02-2025,5,1,1,5,CCA10371
GREECE,CCA1043,GREECE,Purchase Order,144837 BOII,O,AYD,14,10,18-10-2024,20-02-2025,20,2,1,20,CCA10431
GREECE,CCA1043,GREECE,Purchase Order,144802 BOIII,O,AYD,4,10,17-09-2024,20-02-2025,20,2,2,20,CCA10432
GREECE,CCA1044,GREECE,Purchase Order,144892 BO,O,AYD,31,10,27-11-2024,20-02-2025,10,1,1,10,CCA10441
GREECE,CCA1046,GREECE,Purchase Order,CEO20521-144964,O,CAP,21,2,27-01-2025,14-02-2025,4,2,1,2,CCA10461
GREECE,CCA1046,GREECE,Purchase Order,144965,O,IBERICA,32,2,27-01-2025,26-02-2025,4,2,2,2,CCA10462
GREECE,CCA1050,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,32,1,15-01-2025,07-02-2025,1,1,1,1,CCA10501
GREECE,CCA1052,GREECE,Purchase Order,CEO20409-144929,O,CAP,47,5,24-12-2024,29-01-2025,20,3,1,5,CCA10521
GREECE,CCA1052,GREECE,Purchase Order,144858 BOII,O,LIM,8,5,30-10-2024,05-02-2025,20,3,2,5,CCA10522
GREECE,CCA1052,GREECE,Purchase Order,144950,O,LIM,150,10,23-01-2025,25-04-2025,20,3,3,10,CCA10523
GREECE,CCA1054,GREECE,Purchase Order,144918,O,AYD,74,20,18-12-2024,18-03-2025,50,2,1,20,CCA10541
GREECE,CCA1054,GREECE,Purchase Order,144963,O,AYD,84,30,27-01-2025,16-05-2025,50,2,2,30,CCA10542
GREECE,CCA1057,GREECE,Purchase Order,CEO20497-144951,O,CAP,23,5,23-01-2025,14-02-2025,5,1,1,5,CCA10571
GREECE,CCA1059,GREECE,Purchase Order,144963,O,AYD,196,10,27-01-2025,16-05-2025,10,1,1,10,CCA10591
GREECE,CCA1060,GREECE,Purchase Order,144963,O,AYD,200,10,27-01-2025,16-05-2025,10,1,1,10,CCA10601
GREECE,CCA1063,GREECE,Purchase Order,144858 BOII,O,LIM,9,10,30-10-2024,05-02-2025,25,3,1,10,CCA10631
GREECE,CCA1063,GREECE,Purchase Order,144928 BOII,O,LIM,62,5,24-12-2024,26-02-2025,25,3,2,5,CCA10632
GREECE,CCA1063,GREECE,Purchase Order,144950,O,LIM,89,10,23-01-2025,25-04-2025,25,3,3,10,CCA10633
GREECE,CCA1064,GREECE,Purchase Order,144925,O,FORMPART,55,4,20-12-2024,06-02-2025,21,4,1,12,CCA10641
GREECE,CCA1064,GREECE,Purchase Order,144893 BO,O,FORMPART,5,8,27-11-2024,06-02-2025,21,4,2,12,CCA10642
GREECE,CCA1064,GREECE,Purchase Order,CEO20531-144967,O,CAP,10,5,28-01-2025,14-02-2025,21,4,3,5,CCA10643
GREECE,CCA1064,GREECE,Purchase Order,144966,O,FORMPART,73,4,28-01-2025,12-03-2025,21,4,4,4,CCA10644
GREECE,CCA1068,GREECE,Purchase Order,CEO20395-144920,O,CAP,45,1,18-12-2024,29-01-2025,1,1,1,1,CCA10681
GREECE,CCA1071,GREECE,Purchase Order,CEO20495-144954b,O,CAP,167,5,23-01-2025,14-02-2025,15,2,1,5,CCA10711
GREECE,CCA1071,GREECE,Purchase Order,144950,O,LIM,108,10,23-01-2025,25-04-2025,15,2,2,10,CCA10712
GREECE,CCA1073,GREECE,Purchase Order,144925,O,FORMPART,11,64,20-12-2024,06-02-2025,128,2,1,64,CCA10731
GREECE,CCA1073,GREECE,Purchase Order,144966,O,FORMPART,12,64,28-01-2025,12-03-2025,128,2,2,64,CCA10732
GREECE,CCA1074,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,18,2,16-01-2025,07-02-2025,20,3,1,2,CCA10741
GREECE,CCA1074,GREECE,Purchase Order,CEO20521-144964,O,CAP,15,8,27-01-2025,14-02-2025,20,3,2,8,CCA10742
GREECE,CCA1074,GREECE,Purchase Order,144892 BO,O,AYD,122,10,27-11-2024,20-02-2025,20,3,3,10,CCA10743
GREECE,CCA1076,GREECE,Purchase Order,144575 BOV,O,AYD,2,3,08-04-2024,20-02-2025,13,2,1,3,CCA10761
GREECE,CCA1076,GREECE,Purchase Order,144963,O,AYD,179,10,27-01-2025,16-05-2025,13,2,2,10,CCA10762
GREECE,CCA1077,GREECE,Purchase Order,CEO20495-144954b,O,CAP,168,2,23-01-2025,14-02-2025,77,5,1,2,CCA10771
GREECE,CCA1077,GREECE,Purchase Order,144887 BOII,O,LIM,17,10,26-11-2024,26-02-2025,77,5,2,55,CCA10772
GREECE,CCA1077,GREECE,Purchase Order,144858 BOIII,O,LIM,6,20,30-10-2024,26-02-2025,77,5,3,55,CCA10773
GREECE,CCA1077,GREECE,Purchase Order,144928 BOII,O,LIM,72,25,24-12-2024,26-02-2025,77,5,4,55,CCA10774
GREECE,CCA1077,GREECE,Purchase Order,144950,O,LIM,102,20,23-01-2025,25-04-2025,77,5,5,20,CCA10775
GREECE,CCA1078,GREECE,Purchase Order,144925,O,FORMPART,35,80,20-12-2024,06-02-2025,140,2,1,80,CCA10781
GREECE,CCA1078,GREECE,Purchase Order,144966,O,FORMPART,33,60,28-01-2025,12-03-2025,140,2,2,60,CCA10782
GREECE,CCA1080,GREECE,Purchase Order,CEO20495-144954b,O,CAP,169,5,23-01-2025,14-02-2025,30,3,1,5,CCA10801
GREECE,CCA1080,GREECE,Purchase Order,144928 BOII,O,LIM,112,10,24-12-2024,26-02-2025,30,3,2,10,CCA10802
GREECE,CCA1080,GREECE,Purchase Order,144950,O,LIM,156,15,23-01-2025,25-04-2025,30,3,3,15,CCA10803
GREECE,CCA1081,GREECE,Purchase Order,CEO20493-144953,O,CAP,128,3,23-01-2025,14-02-2025,3,1,1,3,CCA10811
GREECE,CCA1083,GREECE,Purchase Order,144925,O,FORMPART,88,20,20-12-2024,06-02-2025,40,2,1,20,CCA10831
GREECE,CCA1083,GREECE,Purchase Order,144966,O,FORMPART,106,20,28-01-2025,12-03-2025,40,2,2,20,CCA10832
GREECE,CCA1084,GREECE,Purchase Order,144858 BOII,O,LIM,10,2,30-10-2024,05-02-2025,462,2,1,2,CCA10841
GREECE,CCA1084,GREECE,Purchase Order,144887 BOII,O,LIM,31,460,26-11-2024,26-02-2025,462,2,2,460,CCA10842
GREECE,CCA1085,GREECE,Purchase Order,144918,O,AYD,135,10,18-12-2024,18-03-2025,20,2,1,10,CCA10851
GREECE,CCA1085,GREECE,Purchase Order,144963,O,AYD,181,10,27-01-2025,16-05-2025,20,2,2,10,CCA10852
GREECE,CCA1087,GREECE,Purchase Order,144950,O,LIM,116,10,23-01-2025,25-04-2025,10,1,1,10,CCA10871
GREECE,CCA1088,GREECE,Purchase Order,CEO20409-144929,O,CAP,35,2,24-12-2024,29-01-2025,2,1,1,2,CCA10881
GREECE,CCA1090,GREECE,Purchase Order,144963,O,AYD,194,10,27-01-2025,16-05-2025,10,1,1,10,CCA10901
GREECE,CCA1093,GREECE,Purchase Order,144892 BO,O,AYD,75,50,27-11-2024,20-02-2025,60,2,1,50,CCA10931
GREECE,CCA1093,GREECE,Purchase Order,144963,O,AYD,140,10,27-01-2025,16-05-2025,60,2,2,10,CCA10932
GREECE,CCA1097,GREECE,Purchase Order,144968,O,IBERICA,6,7,28-01-2025,26-02-2025,11,2,1,7,CCA10971
GREECE,CCA1097,GREECE,Purchase Order,144966,O,FORMPART,74,4,28-01-2025,12-03-2025,11,2,2,4,CCA10972
GREECE,CCA1101,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,185,2,08-01-2025,07-02-2025,2,1,1,2,CCA11011
GREECE,CCA1107,GREECE,Purchase Order,144963,O,AYD,138,10,27-01-2025,16-05-2025,10,1,1,10,CCA11071
GREECE,CCA1110,GREECE,Purchase Order,144918,O,AYD,145,10,18-12-2024,18-03-2025,10,1,1,10,CCA11101
GREECE,CCA1112,GREECE,Purchase Order,144887 BOII,O,LIM,22,10,26-11-2024,26-02-2025,40,4,1,35,CCA11121
GREECE,CCA1112,GREECE,Purchase Order,144858 BOIII,O,LIM,7,15,30-10-2024,26-02-2025,40,4,2,35,CCA11122
GREECE,CCA1112,GREECE,Purchase Order,144928 BOII,O,LIM,79,10,24-12-2024,26-02-2025,40,4,3,35,CCA11123
GREECE,CCA1112,GREECE,Purchase Order,144950,O,LIM,109,5,23-01-2025,25-04-2025,40,4,4,5,CCA11124
GREECE,CCA1113,GREECE,Purchase Order,144928 BOII,O,LIM,77,5,24-12-2024,26-02-2025,5,1,1,5,CCA11131
GREECE,CCA1116,GREECE,Purchase Order,144892 BO,O,AYD,106,15,27-11-2024,20-02-2025,25,2,1,15,CCA11161
GREECE,CCA1116,GREECE,Purchase Order,144963,O,AYD,183,10,27-01-2025,16-05-2025,25,2,2,10,CCA11162
GREECE,CCA1117,GREECE,Purchase Order,144837 BOII,O,AYD,16,10,18-10-2024,20-02-2025,35,3,1,25,CCA11171
GREECE,CCA1117,GREECE,Purchase Order,144892 BO,O,AYD,107,15,27-11-2024,20-02-2025,35,3,2,25,CCA11172
GREECE,CCA1117,GREECE,Purchase Order,144963,O,AYD,184,10,27-01-2025,16-05-2025,35,3,3,10,CCA11173
GREECE,CCA1118,GREECE,Purchase Order,CEO20493-144953,O,CAP,129,2,23-01-2025,14-02-2025,2,1,1,2,CCA11181
GREECE,CCA1119,GREECE,Purchase Order,144963,O,AYD,190,10,27-01-2025,16-05-2025,10,1,1,10,CCA11191
GREECE,CCA1120,GREECE,Purchase Order,144928 BO,O,LIM,13,5,24-12-2024,05-02-2025,5,1,1,5,CCA11201
GREECE,CCA1123,GREECE,Purchase Order,144892 BO,O,AYD,41,25,27-11-2024,20-02-2025,55,2,1,25,CCA11231
GREECE,CCA1123,GREECE,Purchase Order,144963,O,AYD,86,30,27-01-2025,16-05-2025,55,2,2,30,CCA11232
GREECE,CCA1125,GREECE,Purchase Order,144963,O,AYD,192,10,27-01-2025,16-05-2025,10,1,1,10,CCA11251
GREECE,CCA1126,GREECE,Purchase Order,144955,O,IBERICA,59,2,23-01-2025,26-02-2025,2,1,1,2,CCA11261
GREECE,CCA1129,GREECE,Purchase Order,CEO20531-144967,O,CAP,20,1,28-01-2025,14-02-2025,1,1,1,1,CCA11291
GREECE,CCA1131,GREECE,Purchase Order,144887 BO,O,LIM,16,10,26-11-2024,05-02-2025,21,4,1,10,CCA11311
GREECE,CCA1131,GREECE,Purchase Order,CEO20497-144951,O,CAP,24,1,23-01-2025,14-02-2025,21,4,2,1,CCA11312
GREECE,CCA1131,GREECE,Purchase Order,144928 BOII,O,LIM,75,5,24-12-2024,26-02-2025,21,4,3,5,CCA11313
GREECE,CCA1131,GREECE,Purchase Order,144950,O,LIM,105,5,23-01-2025,25-04-2025,21,4,4,5,CCA11314
GREECE,CCA1133,GREECE,Purchase Order,144892 BO,O,AYD,112,10,27-11-2024,20-02-2025,10,1,1,10,CCA11331
GREECE,CCA1134,GREECE,Purchase Order,144918,O,AYD,33,90,18-12-2024,18-03-2025,90,1,1,90,CCA11341
GREECE,CCA1137,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,186,3,08-01-2025,07-02-2025,37,5,1,7,CCA11371
GREECE,CCA1137,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,19,4,16-01-2025,07-02-2025,37,5,2,7,CCA11372
GREECE,CCA1137,GREECE,Purchase Order,144837 BOII,O,AYD,19,10,18-10-2024,20-02-2025,37,5,3,20,CCA11373
GREECE,CCA1137,GREECE,Purchase Order,144892 BO,O,AYD,118,10,27-11-2024,20-02-2025,37,5,4,20,CCA11374
GREECE,CCA1137,GREECE,Purchase Order,144918,O,AYD,142,10,18-12-2024,18-03-2025,37,5,5,10,CCA11375
GREECE,CCA1138,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,20,1,16-01-2025,07-02-2025,1,1,1,1,CCA11381
GREECE,CCA1141,GREECE,Purchase Order,144892 BO,O,AYD,130,10,27-11-2024,20-02-2025,10,1,1,10,CCA11411
GREECE,CCA1144,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,187,1,08-01-2025,07-02-2025,1,1,1,1,CCA11441
GREECE,CCA1145,GREECE,Purchase Order,CEO20493-144953,O,CAP,130,6,23-01-2025,14-02-2025,16,2,1,6,CCA11451
GREECE,CCA1145,GREECE,Purchase Order,144950,O,LIM,111,10,23-01-2025,25-04-2025,16,2,2,10,CCA11452
GREECE,CCA1147,GREECE,Purchase Order,144892 BO,O,AYD,44,55,27-11-2024,20-02-2025,75,3,1,55,CCA11471
GREECE,CCA1147,GREECE,Purchase Order,144918,O,AYD,78,10,18-12-2024,18-03-2025,75,3,2,10,CCA11472
GREECE,CCA1147,GREECE,Purchase Order,144963,O,AYD,94,10,27-01-2025,16-05-2025,75,3,3,10,CCA11473
GREECE,CCA1149,GREECE,Purchase Order,CEO20493-144953,O,CAP,131,2,23-01-2025,14-02-2025,2,1,1,2,CCA11491
GREECE,CCA1154,GREECE,Purchase Order,CEO20395-144920,O,CAP,20,10,18-12-2024,29-01-2025,40,2,1,10,CCA11541
GREECE,CCA1154,GREECE,Purchase Order,144963,O,AYD,180,30,27-01-2025,16-05-2025,40,2,2,30,CCA11542
GREECE,CCA1155,GREECE,Purchase Order,144887 BOII,O,LIM,16,5,26-11-2024,26-02-2025,15,3,1,10,CCA11551
GREECE,CCA1155,GREECE,Purchase Order,144928 BOII,O,LIM,71,5,24-12-2024,26-02-2025,15,3,2,10,CCA11552
GREECE,CCA1155,GREECE,Purchase Order,144950,O,LIM,100,5,23-01-2025,25-04-2025,15,3,3,5,CCA11553
GREECE,CCA1159,GREECE,Purchase Order,CEO20409-144929,O,CAP,33,4,24-12-2024,29-01-2025,6,3,1,4,CCA11591
GREECE,CCA1159,GREECE,Purchase Order,CEO20497-144951,O,CAP,28,1,23-01-2025,14-02-2025,6,3,2,1,CCA11592
GREECE,CCA1159,GREECE,Purchase Order,144952,O,IBERICA,28,1,23-01-2025,26-02-2025,6,3,3,1,CCA11593
GREECE,CCA1160,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,188,2,08-01-2025,07-02-2025,22,3,1,2,CCA11601
GREECE,CCA1160,GREECE,Purchase Order,144892 BO,O,AYD,155,10,27-11-2024,20-02-2025,22,3,2,10,CCA11602
GREECE,CCA1160,GREECE,Purchase Order,144963,O,AYD,226,10,27-01-2025,16-05-2025,22,3,3,10,CCA11603
GREECE,CCA1161,GREECE,Purchase Order,144918,O,AYD,140,10,18-12-2024,18-03-2025,10,1,1,10,CCA11611
GREECE,CCA1162,GREECE,Purchase Order,144892 BO,O,AYD,69,15,27-11-2024,20-02-2025,35,3,1,15,CCA11621
GREECE,CCA1162,GREECE,Purchase Order,144918,O,AYD,103,10,18-12-2024,18-03-2025,35,3,2,10,CCA11622
GREECE,CCA1162,GREECE,Purchase Order,144963,O,AYD,131,10,27-01-2025,16-05-2025,35,3,3,10,CCA11623
GREECE,CCA1163,GREECE,Purchase Order,144963,O,AYD,188,10,27-01-2025,16-05-2025,10,1,1,10,CCA11631
GREECE,CCA1167,GREECE,Purchase Order,144918,O,AYD,144,10,18-12-2024,18-03-2025,10,1,1,10,CCA11671
GREECE,CCA1170,GREECE,Purchase Order,144892 BO,O,AYD,151,10,27-11-2024,20-02-2025,10,1,1,10,CCA11701
GREECE,CCA1171,GREECE,Purchase Order,144887 BOII,O,LIM,13,45,26-11-2024,26-02-2025,100,3,1,80,CCA11711
GREECE,CCA1171,GREECE,Purchase Order,144928 BOII,O,LIM,55,35,24-12-2024,26-02-2025,100,3,2,80,CCA11712
GREECE,CCA1171,GREECE,Purchase Order,144950,O,LIM,81,20,23-01-2025,25-04-2025,100,3,3,20,CCA11713
GREECE,CCA1172,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,189,1,08-01-2025,07-02-2025,1,1,1,1,CCA11721
GREECE,CCA1173,GREECE,Purchase Order,144949,O,IBERICA,106,1,21-01-2025,26-02-2025,1,1,1,1,CCA11731
GREECE,CCA1177,GREECE,Purchase Order,144965,O,IBERICA,4,2,27-01-2025,26-02-2025,42,2,1,2,CCA11771
GREECE,CCA1177,GREECE,Purchase Order,144963,O,AYD,90,40,27-01-2025,16-05-2025,42,2,2,40,CCA11772
GREECE,CCA1178,GREECE,Purchase Order,144928 BOII,O,LIM,67,10,24-12-2024,26-02-2025,30,2,1,10,CCA11781
GREECE,CCA1178,GREECE,Purchase Order,144950,O,LIM,95,20,23-01-2025,25-04-2025,30,2,2,20,CCA11782
GREECE,CCA1179,GREECE,Purchase Order,CEO20497-144951,O,CAP,18,2,23-01-2025,14-02-2025,2,1,1,2,CCA11791
GREECE,CCA1180,GREECE,Purchase Order,144892 BO,O,AYD,43,35,27-11-2024,20-02-2025,65,3,1,35,CCA11801
GREECE,CCA1180,GREECE,Purchase Order,144918,O,AYD,77,20,18-12-2024,18-03-2025,65,3,2,20,CCA11802
GREECE,CCA1180,GREECE,Purchase Order,144963,O,AYD,92,10,27-01-2025,16-05-2025,65,3,3,10,CCA11803
GREECE,CCA1181,GREECE,Purchase Order,144925,O,FORMPART,90,16,20-12-2024,06-02-2025,16,1,1,16,CCA11811
GREECE,CCA1182,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,190,1,08-01-2025,07-02-2025,9,3,1,1,CCA11821
GREECE,CCA1182,GREECE,Purchase Order,CEO20493-144953,O,CAP,132,3,23-01-2025,14-02-2025,9,3,2,3,CCA11822
GREECE,CCA1182,GREECE,Purchase Order,144950,O,LIM,107,5,23-01-2025,25-04-2025,9,3,3,5,CCA11823
GREECE,CCA1185,GREECE,Purchase Order,144918,O,AYD,31,10,18-12-2024,18-03-2025,30,2,1,10,CCA11851
GREECE,CCA1185,GREECE,Purchase Order,144963,O,AYD,32,20,27-01-2025,16-05-2025,30,2,2,20,CCA11852
GREECE,CCA1187,GREECE,Purchase Order,144858 BOII,O,LIM,11,25,30-10-2024,05-02-2025,135,3,1,25,CCA11871
GREECE,CCA1187,GREECE,Purchase Order,144887 BOII,O,LIM,18,35,26-11-2024,26-02-2025,135,3,2,110,CCA11872
GREECE,CCA1187,GREECE,Purchase Order,144928 BOII,O,LIM,73,75,24-12-2024,26-02-2025,135,3,3,110,CCA11873
GREECE,CCA1192,GREECE,Purchase Order,144949,O,IBERICA,107,3,21-01-2025,26-02-2025,3,1,1,3,CCA11921
GREECE,CCA1194,GREECE,Purchase Order,144925,O,FORMPART,83,8,20-12-2024,06-02-2025,20,2,1,8,CCA11941
GREECE,CCA1194,GREECE,Purchase Order,144966,O,FORMPART,101,12,28-01-2025,12-03-2025,20,2,2,12,CCA11942
GREECE,CCA1195,GREECE,Purchase Order,CEO20395-144920,O,CAP,21,6,18-12-2024,29-01-2025,6,1,1,6,CCA11951
GREECE,CCA1196,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,191,1,08-01-2025,07-02-2025,1,1,1,1,CCA11961
GREECE,CCA1197,GREECE,Purchase Order,144892 BO,O,AYD,70,25,27-11-2024,20-02-2025,25,1,1,25,CCA11971
GREECE,CCA1198,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,33,2,15-01-2025,07-02-2025,4,2,1,2,CCA11981
GREECE,CCA1198,GREECE,Purchase Order,CEO20493-144953,O,CAP,133,2,23-01-2025,14-02-2025,4,2,2,2,CCA11982
GREECE,CCA1202,GREECE,Purchase Order,CEO20395-144920,O,CAP,12,2,18-12-2024,29-01-2025,102,4,1,2,CCA12021
GREECE,CCA1202,GREECE,Purchase Order,144837 BOII,O,AYD,8,30,18-10-2024,20-02-2025,102,4,2,30,CCA12022
GREECE,CCA1202,GREECE,Purchase Order,144918,O,AYD,114,20,18-12-2024,18-03-2025,102,4,3,20,CCA12023
GREECE,CCA1202,GREECE,Purchase Order,144963,O,AYD,144,50,27-01-2025,16-05-2025,102,4,4,50,CCA12024
GREECE,CCA1203,GREECE,Purchase Order,CEO20493-144953,O,CAP,134,1,23-01-2025,14-02-2025,1,1,1,1,CCA12031
GREECE,CCA1206,GREECE,Purchase Order,144950,O,LIM,99,10,23-01-2025,25-04-2025,10,1,1,10,CCA12061
GREECE,CCA1207,GREECE,Purchase Order,144549 BOVI,O,AYD,3,3,01-04-2024,20-02-2025,13,2,1,3,CCA12071
GREECE,CCA1207,GREECE,Purchase Order,144963,O,AYD,199,10,27-01-2025,16-05-2025,13,2,2,10,CCA12072
GREECE,CCA1208,GREECE,Purchase Order,CEO20497-144951,O,CAP,20,5,23-01-2025,14-02-2025,5,1,1,5,CCA12081
GREECE,CCA1209,GREECE,Purchase Order,CEO20395-144920,O,CAP,38,4,18-12-2024,29-01-2025,5,2,1,4,CCA12091
GREECE,CCA1209,GREECE,Purchase Order,144949,O,IBERICA,108,1,21-01-2025,26-02-2025,5,2,2,1,CCA12092
GREECE,CCA1210,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,192,1,08-01-2025,07-02-2025,1,1,1,1,CCA12101
GREECE,CCA1216,GREECE,Purchase Order,144837 BOII,O,AYD,20,10,18-10-2024,20-02-2025,20,2,1,20,CCA12161
GREECE,CCA1216,GREECE,Purchase Order,144892 BO,O,AYD,119,10,27-11-2024,20-02-2025,20,2,2,20,CCA12162
GREECE,CCA1218,GREECE,Purchase Order,144963,O,AYD,142,20,27-01-2025,16-05-2025,20,1,1,20,CCA12181
GREECE,CCA1220,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,193,2,08-01-2025,07-02-2025,5,3,1,3,CCA12201
GREECE,CCA1220,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,21,1,16-01-2025,07-02-2025,5,3,2,3,CCA12202
GREECE,CCA1220,GREECE,Purchase Order,CEO20493-144953,O,CAP,135,2,23-01-2025,14-02-2025,5,3,3,2,CCA12203
GREECE,CCA1221,GREECE,Purchase Order,144965,O,IBERICA,20,4,27-01-2025,26-02-2025,14,2,1,4,CCA12211
GREECE,CCA1221,GREECE,Purchase Order,144963,O,AYD,201,10,27-01-2025,16-05-2025,14,2,2,10,CCA12212
