site1,part/number,site2,document/type,purchase/order/number,indication,supplier,first/qty,purchase/order/quantity,created/date,eta,total/po/qty,total/number/of/po,eta/status,final/po/qty,index/part/number
GREECE,CBP32137,GREECE,Purchase Order,144759 BO,O,ANL,97,36,12-08-2024,17-02-2025,36,1,1,36,CBP321371
GREECE,CBP32139,GREECE,Purchase Order,CEO20355-144910,O,CAP,25,5,10-12-2024,29-01-2025,5,1,1,5,CBP321391
GREECE,CBP32141,GREECE,Purchase Order,144818 BOII,O,ZAACO,10,54,03-10-2024,25-02-2025,54,1,1,54,CBP321411
GREECE,CBP32146,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,173,1,08-01-2025,07-02-2025,1,1,1,1,CBP321461
GREECE,CBP32150,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,174,1,08-01-2025,07-02-2025,55,2,1,1,CBP321501
GREECE,CBP32150,GREECE,Purchase Order,144871 BO,O,ZAACO,115,54,24-10-2024,25-02-2025,55,2,2,54,CBP321502
GREECE,CBP32152,GREECE,Purchase Order,144871 BO,O,ZAACO,116,54,24-10-2024,25-02-2025,54,1,1,54,CBP321521
GREECE,CBP32159,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,38,1,23-01-2025,07-02-2025,9,3,1,1,CBP321591
GREECE,CBP32159,GREECE,Purchase Order,144883 BO,O,IBERICA,12,6,21-11-2024,26-02-2025,9,3,2,8,CBP321592
GREECE,CBP32159,GREECE,Purchase Order,144949,O,IBERICA,87,2,21-01-2025,26-02-2025,9,3,3,8,CBP321593
GREECE,CBP32161,GREECE,Purchase Order,144871 BO,O,ZAACO,117,54,24-10-2024,25-02-2025,171,3,1,54,CBP321611
GREECE,CBP32161,GREECE,Purchase Order,144908,O,ZAACO,80,54,09-12-2024,26-03-2025,171,3,2,54,CBP321612
GREECE,CBP32161,GREECE,Purchase Order,144934,O,ZAACO,69,63,06-01-2025,06-05-2025,171,3,3,63,CBP321613
GREECE,CBP32202,GREECE,Purchase Order,144934,O,ZAACO,156,54,06-01-2025,06-05-2025,54,1,1,54,CBP322021
GREECE,CBP32204,GREECE,Purchase Order,CEO20493-144953,O,CAP,108,2,23-01-2025,14-02-2025,2,1,1,2,CBP322041
GREECE,CBP32207,GREECE,Purchase Order,144934,O,ZAACO,33,96,06-01-2025,06-05-2025,96,1,1,96,CBP322071
GREECE,CBP32213,GREECE,Purchase Order,CEO20447-144941,O,CAP,13,12,13-01-2025,07-02-2025,12,1,1,12,CBP322131
GREECE,CBP32234,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,175,14,08-01-2025,07-02-2025,68,2,1,14,CBP322341
GREECE,CBP32234,GREECE,Purchase Order,144908,O,ZAACO,109,54,09-12-2024,26-03-2025,68,2,2,54,CBP322342
GREECE,CBP32235,GREECE,Purchase Order,144908,O,ZAACO,111,54,09-12-2024,26-03-2025,108,2,1,54,CBP322351
GREECE,CBP32235,GREECE,Purchase Order,144934,O,ZAACO,143,54,06-01-2025,06-05-2025,108,2,2,54,CBP322352
GREECE,CBP32237,GREECE,Purchase Order,144949,O,IBERICA,88,1,21-01-2025,26-02-2025,1,1,1,1,CBP322371
GREECE,CBP32239,GREECE,Purchase Order,CEO20493-144953,O,CAP,109,4,23-01-2025,14-02-2025,4,1,1,4,CBP322391
GREECE,CBP32241,GREECE,Purchase Order,CEO20493-144953,O,CAP,110,4,23-01-2025,14-02-2025,8,2,1,4,CBP322411
GREECE,CBP32241,GREECE,Purchase Order,144955,O,IBERICA,53,4,23-01-2025,26-02-2025,8,2,2,4,CBP322412
GREECE,CBP32243,GREECE,Purchase Order,144934,O,ZAACO,78,63,06-01-2025,06-05-2025,63,1,1,63,CBP322431
GREECE,CBP32248,GREECE,Purchase Order,144949,O,IBERICA,89,3,21-01-2025,26-02-2025,3,1,1,3,CBP322481
GREECE,CBP32249,GREECE,Purchase Order,144877 BO,O,ANL,123,36,18-11-2024,14-03-2025,72,2,1,36,CBP322491
GREECE,CBP32249,GREECE,Purchase Order,144915,O,ANL,16,36,16-12-2024,15-04-2025,72,2,2,36,CBP322492
GREECE,CBP32275,GREECE,Purchase Order,144949,O,IBERICA,90,2,21-01-2025,26-02-2025,2,1,1,2,CBP322751
GREECE,CBP32276,GREECE,Purchase Order,144908,O,ZAACO,98,54,09-12-2024,26-03-2025,54,1,1,54,CBP322761
GREECE,CBP32277,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,176,2,08-01-2025,07-02-2025,56,2,1,2,CBP322771
GREECE,CBP32277,GREECE,Purchase Order,144871 BO,O,ZAACO,118,54,24-10-2024,25-02-2025,56,2,2,54,CBP322772
GREECE,CBP32278,GREECE,Purchase Order,144871 BO,O,ZAACO,119,63,24-10-2024,25-02-2025,171,3,1,63,CBP322781
GREECE,CBP32278,GREECE,Purchase Order,144908,O,ZAACO,69,54,09-12-2024,26-03-2025,171,3,2,54,CBP322782
GREECE,CBP32278,GREECE,Purchase Order,144934,O,ZAACO,116,54,06-01-2025,06-05-2025,171,3,3,54,CBP322783
GREECE,CBP32279,GREECE,Purchase Order,CEO20355-144910,O,CAP,17,9,10-12-2024,29-01-2025,12,2,1,9,CBP322791
GREECE,CBP32279,GREECE,Purchase Order,CEO20495-144954b,O,CAP,160,3,23-01-2025,14-02-2025,12,2,2,3,CBP322792
GREECE,CBP32281,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,19,1,15-01-2025,07-02-2025,3,2,1,1,CBP322811
GREECE,CBP32281,GREECE,Purchase Order,CEO20493-144953,O,CAP,111,2,23-01-2025,14-02-2025,3,2,2,2,CBP322812
GREECE,CBP3229,GREECE,Purchase Order,144915,O,ANL,23,36,16-12-2024,15-04-2025,36,1,1,36,CBP32291
GREECE,CBP32293,GREECE,Purchase Order,144908,O,ZAACO,122,54,09-12-2024,26-03-2025,54,1,1,54,CBP322931
GREECE,CBP32300,GREECE,Purchase Order,144934,O,ZAACO,148,54,06-01-2025,06-05-2025,54,1,1,54,CBP323001
GREECE,CBP32303,GREECE,Purchase Order,144800 BO,O,IBERICA,22,6,17-09-2024,26-02-2025,11,4,1,11,CBP323031
GREECE,CBP32303,GREECE,Purchase Order,144844 BO,O,IBERICA,21,1,21-10-2024,26-02-2025,11,4,2,11,CBP323032
GREECE,CBP32303,GREECE,Purchase Order,144923 BO,O,IBERICA,4,3,19-12-2024,26-02-2025,11,4,3,11,CBP323033
GREECE,CBP32303,GREECE,Purchase Order,144883 BO,O,IBERICA,13,1,21-11-2024,26-02-2025,11,4,4,11,CBP323034
GREECE,CBP32307,GREECE,Purchase Order,144871 BO,O,ZAACO,120,54,24-10-2024,25-02-2025,54,1,1,54,CBP323071
GREECE,CBP32310,GREECE,Purchase Order,144844 BO,O,IBERICA,22,1,21-10-2024,26-02-2025,1,1,1,1,CBP323101
GREECE,CBP3232,GREECE,Purchase Order,144934,O,ZAACO,57,72,06-01-2025,06-05-2025,72,1,1,72,CBP32321
GREECE,CBP32323,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,20,1,15-01-2025,07-02-2025,55,2,1,1,CBP323231
GREECE,CBP32323,GREECE,Purchase Order,144908,O,ZAACO,128,54,09-12-2024,26-03-2025,55,2,2,54,CBP323232
GREECE,CBP32324,GREECE,Purchase Order,CEO20495-144954b,O,CAP,161,5,23-01-2025,14-02-2025,248,3,1,5,CBP323241
GREECE,CBP32324,GREECE,Purchase Order,144908,O,ZAACO,39,63,09-12-2024,26-03-2025,248,3,2,243,CBP323242
GREECE,CBP32324,GREECE,Purchase Order,144871 BOII,O,ZAACO,2,180,24-10-2024,26-03-2025,248,3,3,243,CBP323243
GREECE,CBP3233,GREECE,Purchase Order,144877 BO,O,ANL,104,36,18-11-2024,14-03-2025,36,1,1,36,CBP32331
GREECE,CBP32336,GREECE,Purchase Order,CEO20493-144953,O,CAP,112,2,23-01-2025,14-02-2025,2,1,1,2,CBP323361
GREECE,CBP32337,GREECE,Purchase Order,144949,O,IBERICA,91,7,21-01-2025,26-02-2025,7,1,1,7,CBP323371
GREECE,CBP3234,GREECE,Purchase Order,144908,O,ZAACO,40,63,09-12-2024,26-03-2025,144,2,1,63,CBP32341
GREECE,CBP3234,GREECE,Purchase Order,144934,O,ZAACO,46,81,06-01-2025,06-05-2025,144,2,2,81,CBP32342
GREECE,CBP32343,GREECE,Purchase Order,144919 BO,O,IBERICA,3,1,18-12-2024,26-02-2025,1,1,1,1,CBP323431
GREECE,CBP32370,GREECE,Purchase Order,CEO20493-144953,O,CAP,113,2,23-01-2025,14-02-2025,2,1,1,2,CBP323701
GREECE,CBP32371,GREECE,Purchase Order,144949,O,IBERICA,92,6,21-01-2025,26-02-2025,6,1,1,6,CBP323711
GREECE,CBP32386,GREECE,Purchase Order,CEO20493-144953,O,CAP,114,5,23-01-2025,14-02-2025,5,1,1,5,CBP323861
GREECE,CBP32407,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,39,1,23-01-2025,07-02-2025,2,2,1,1,CBP324071
GREECE,CBP32407,GREECE,Purchase Order,144949,O,IBERICA,93,1,21-01-2025,26-02-2025,2,2,2,1,CBP324072
GREECE,CBP32416,GREECE,Purchase Order,144757 BOIII,O,IBERICA,6,2,09-08-2024,26-02-2025,17,4,1,17,CBP324161
GREECE,CBP32416,GREECE,Purchase Order,144677 BOIV,O,IBERICA,4,3,12-06-2024,26-02-2025,17,4,2,17,CBP324162
GREECE,CBP32416,GREECE,Purchase Order,144800 BO,O,IBERICA,23,2,17-09-2024,26-02-2025,17,4,3,17,CBP324163
GREECE,CBP32416,GREECE,Purchase Order,144844 BO,O,IBERICA,23,10,21-10-2024,26-02-2025,17,4,4,17,CBP324164
GREECE,CBP32419,GREECE,Purchase Order,144955,O,IBERICA,54,5,23-01-2025,26-02-2025,5,1,1,5,CBP324191
GREECE,CBP3242,GREECE,Purchase Order,CEO20495-144954b,O,CAP,162,5,23-01-2025,14-02-2025,41,2,1,5,CBP32421
GREECE,CBP3242,GREECE,Purchase Order,144759 BO,O,ANL,13,36,12-08-2024,17-02-2025,41,2,2,36,CBP32422
GREECE,CBP32427,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,21,8,15-01-2025,07-02-2025,62,2,1,8,CBP324271
GREECE,CBP32427,GREECE,Purchase Order,144818 BOII,O,ZAACO,7,54,03-10-2024,25-02-2025,62,2,2,54,CBP324272
GREECE,CBP32428,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,177,1,08-01-2025,07-02-2025,1,1,1,1,CBP324281
GREECE,CBP32436,GREECE,Purchase Order,CEO20447-144941,O,CAP,19,9,13-01-2025,07-02-2025,9,1,1,9,CBP324361
GREECE,CBP32438,GREECE,Purchase Order,144919 BO,O,IBERICA,4,4,18-12-2024,26-02-2025,21,2,1,21,CBP324381
GREECE,CBP32438,GREECE,Purchase Order,144949,O,IBERICA,94,17,21-01-2025,26-02-2025,21,2,2,21,CBP324382
GREECE,CBP32439,GREECE,Purchase Order,144949,O,IBERICA,95,4,21-01-2025,26-02-2025,4,1,1,4,CBP324391
GREECE,CBP32442,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,178,3,08-01-2025,07-02-2025,3,1,1,3,CBP324421
GREECE,CBP32445,GREECE,Purchase Order,144949,O,IBERICA,96,6,21-01-2025,26-02-2025,6,1,1,6,CBP324451
GREECE,CBP32462,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,15,6,16-01-2025,07-02-2025,21,2,1,6,CBP324621
GREECE,CBP32462,GREECE,Purchase Order,CEO20493-144953,O,CAP,115,15,23-01-2025,14-02-2025,21,2,2,15,CBP324622
GREECE,CBP32493,GREECE,Purchase Order,144570 BOV,O,IBERICA,2,16,02-04-2024,26-02-2025,33,5,1,33,CBP324931
GREECE,CBP32493,GREECE,Purchase Order,144757 BOIII,O,IBERICA,7,6,09-08-2024,26-02-2025,33,5,2,33,CBP324932
GREECE,CBP32493,GREECE,Purchase Order,144800 BO,O,IBERICA,24,5,17-09-2024,26-02-2025,33,5,3,33,CBP324933
GREECE,CBP32493,GREECE,Purchase Order,144844 BO,O,IBERICA,24,3,21-10-2024,26-02-2025,33,5,4,33,CBP324934
GREECE,CBP32493,GREECE,Purchase Order,144949,O,IBERICA,97,3,21-01-2025,26-02-2025,33,5,5,33,CBP324935
GREECE,CBP32526,GREECE,Purchase Order,144915,O,ANL,12,36,16-12-2024,15-04-2025,36,1,1,36,CBP325261
GREECE,CBP32529,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,40,1,23-01-2025,07-02-2025,70,3,1,1,CBP325291
GREECE,CBP32529,GREECE,Purchase Order,CEO20495-144954b,O,CAP,163,15,23-01-2025,14-02-2025,70,3,2,15,CBP325292
GREECE,CBP32529,GREECE,Purchase Order,144871 BO,O,ZAACO,121,54,24-10-2024,25-02-2025,70,3,3,54,CBP325293
GREECE,CBP3253,GREECE,Purchase Order,144908,O,ZAACO,17,108,09-12-2024,26-03-2025,162,2,1,108,CBP32531
GREECE,CBP3253,GREECE,Purchase Order,144934,O,ZAACO,105,54,06-01-2025,06-05-2025,162,2,2,54,CBP32532
GREECE,CBP32530,GREECE,Purchase Order,144844 BO,O,IBERICA,25,2,21-10-2024,26-02-2025,4,2,1,4,CBP325301
GREECE,CBP32530,GREECE,Purchase Order,144949,O,IBERICA,98,2,21-01-2025,26-02-2025,4,2,2,4,CBP325302
GREECE,CBP32573,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,41,1,23-01-2025,07-02-2025,2,2,1,1,CBP325731
GREECE,CBP32573,GREECE,Purchase Order,CEO20493-144953,O,CAP,116,1,23-01-2025,14-02-2025,2,2,2,1,CBP325732
GREECE,CBP3260,GREECE,Purchase Order,144871 BO,O,ZAACO,122,54,24-10-2024,25-02-2025,126,2,1,54,CBP32601
GREECE,CBP3260,GREECE,Purchase Order,144934,O,ZAACO,54,72,06-01-2025,06-05-2025,126,2,2,72,CBP32602
GREECE,CBP32759,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,22,1,15-01-2025,07-02-2025,4,2,1,1,CBP327591
GREECE,CBP32759,GREECE,Purchase Order,144955,O,IBERICA,55,3,23-01-2025,26-02-2025,4,2,2,3,CBP327592
GREECE,CBP32772,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,179,1,08-01-2025,07-02-2025,7,3,1,2,CBP327721
GREECE,CBP32772,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,23,1,15-01-2025,07-02-2025,7,3,2,2,CBP327722
GREECE,CBP32772,GREECE,Purchase Order,CEO20493-144953,O,CAP,117,5,23-01-2025,14-02-2025,7,3,3,5,CBP327723
GREECE,CBP3295,GREECE,Purchase Order,CEO20493-144953,O,CAP,118,7,23-01-2025,14-02-2025,12,2,1,7,CBP32951
GREECE,CBP3295,GREECE,Purchase Order,144955,O,IBERICA,56,5,23-01-2025,26-02-2025,12,2,2,5,CBP32952
GREECE,CBP33072,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,180,4,08-01-2025,07-02-2025,14,2,1,14,CBP330721
GREECE,CBP33072,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,24,10,15-01-2025,07-02-2025,14,2,2,14,CBP330722
GREECE,CBP33299,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,16,1,16-01-2025,07-02-2025,5,2,1,1,CBP332991
GREECE,CBP33299,GREECE,Purchase Order,CEO20493-144953,O,CAP,119,4,23-01-2025,14-02-2025,5,2,2,4,CBP332992
GREECE,CBP3333,GREECE,Purchase Order,144877 BO,O,ANL,77,45,18-11-2024,14-03-2025,45,1,1,45,CBP33331
GREECE,CBP33415,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,42,1,23-01-2025,07-02-2025,6,2,1,1,CBP334151
GREECE,CBP33415,GREECE,Purchase Order,CEO20493-144953,O,CAP,120,5,23-01-2025,14-02-2025,6,2,2,5,CBP334152
GREECE,CBP33416,GREECE,Purchase Order,CEO20493-144953,O,CAP,121,4,23-01-2025,14-02-2025,4,1,1,4,CBP334161
GREECE,CBP33527,GREECE,Purchase Order,CEO20493-144953,O,CAP,122,2,23-01-2025,14-02-2025,2,1,1,2,CBP335271
GREECE,CBP33652,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,25,1,15-01-2025,07-02-2025,14,3,1,7,CBP336521
GREECE,CBP33652,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,17,6,16-01-2025,07-02-2025,14,3,2,7,CBP336522
GREECE,CBP33652,GREECE,Purchase Order,CSO495536_REPLEN,O,CAP,7,7,29-01-2025,14-02-2025,14,3,3,7,CBP336523
GREECE,CBP33967,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,26,3,15-01-2025,07-02-2025,7,2,1,3,CBP339671
GREECE,CBP33967,GREECE,Purchase Order,CEO20493-144953,O,CAP,123,4,23-01-2025,14-02-2025,7,2,2,4,CBP339672
GREECE,CBP33984,GREECE,Purchase Order,CEO20493-144953,O,CAP,124,4,23-01-2025,14-02-2025,4,1,1,4,CBP339841
GREECE,CBP33985,GREECE,Purchase Order,CEO20493-144953,O,CAP,125,7,23-01-2025,14-02-2025,7,1,1,7,CBP339851
GREECE,CBP3435,GREECE,Purchase Order,144877,O,ANL,81,9,18-11-2024,17-02-2025,36,2,1,9,CBP34351
GREECE,CBP3435,GREECE,Purchase Order,144877 BO,O,ANL,107,27,18-11-2024,14-03-2025,36,2,2,27,CBP34352
GREECE,CBP3445,GREECE,Purchase Order,144877,O,ANL,61,54,18-11-2024,17-02-2025,54,1,1,54,CBP34451
GREECE,CBP3449,GREECE,Purchase Order,144792 BO,O,ANL,7,36,06-09-2024,26-02-2025,36,1,1,36,CBP34491
GREECE,CBP3450,GREECE,Purchase Order,144877,O,ANL,3,6,18-11-2024,17-02-2025,36,2,1,6,CBP34501
GREECE,CBP3450,GREECE,Purchase Order,144877 BO,O,ANL,130,30,18-11-2024,14-03-2025,36,2,2,30,CBP34502
GREECE,CBP3475,GREECE,Purchase Order,144759 BO,O,ANL,15,36,12-08-2024,17-02-2025,36,1,1,36,CBP34751
GREECE,CBP3481,GREECE,Purchase Order,144955,O,IBERICA,57,3,23-01-2025,26-02-2025,3,1,1,3,CBP34811
GREECE,CBP3518,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,27,1,15-01-2025,07-02-2025,37,2,1,1,CBP35181
GREECE,CBP3518,GREECE,Purchase Order,144759 BO,O,ANL,94,36,12-08-2024,17-02-2025,37,2,2,36,CBP35182
GREECE,CBP3551,GREECE,Purchase Order,144792 BO,O,ANL,18,18,06-09-2024,26-02-2025,18,1,1,18,CBP35511
GREECE,CBP3556,GREECE,Purchase Order,144759 BO,O,ANL,65,45,12-08-2024,17-02-2025,81,2,1,45,CBP35561
GREECE,CBP3556,GREECE,Purchase Order,144915,O,ANL,20,36,16-12-2024,15-04-2025,81,2,2,36,CBP35562
GREECE,CBP3582,GREECE,Purchase Order,144877,O,ANL,29,18,18-11-2024,17-02-2025,99,2,1,18,CBP35821
GREECE,CBP3582,GREECE,Purchase Order,144877 BO,O,ANL,29,81,18-11-2024,14-03-2025,99,2,2,81,CBP35822
GREECE,CBP3584,GREECE,Purchase Order,144934,O,ZAACO,25,120,06-01-2025,06-05-2025,120,1,1,120,CBP35841
GREECE,CBP3587,GREECE,Purchase Order,144759 BO,O,ANL,4,36,12-08-2024,17-02-2025,36,1,1,36,CBP35871
GREECE,CBP3591,GREECE,Purchase Order,144877 BO,O,ANL,95,40,18-11-2024,14-03-2025,40,1,1,40,CBP35911
GREECE,CBP36006,GREECE,Purchase Order,CEO20493-144953,O,CAP,126,3,23-01-2025,14-02-2025,3,1,1,3,CBP360061
GREECE,CBP36008,GREECE,Purchase Order,144530 BOV,O,IBERICA,5,1,01-04-2024,26-02-2025,2,2,1,2,CBP360081
GREECE,CBP36008,GREECE,Purchase Order,144949,O,IBERICA,99,1,21-01-2025,26-02-2025,2,2,2,2,CBP360082
GREECE,CBP36010,GREECE,Purchase Order,144800 BO,O,IBERICA,25,2,17-09-2024,26-02-2025,2,1,1,2,CBP360101
GREECE,CBP36049,GREECE,Purchase Order,144949,O,IBERICA,100,2,21-01-2025,26-02-2025,2,1,1,2,CBP360491
GREECE,CBP36052,GREECE,Purchase Order,144955,O,IBERICA,20,3,23-01-2025,26-02-2025,3,1,1,3,CBP360521
GREECE,CBP36066,GREECE,Purchase Order,144934,O,ZAACO,155,54,06-01-2025,06-05-2025,54,1,1,54,CBP360661
GREECE,CBP36067,GREECE,Purchase Order,144949,O,IBERICA,101,1,21-01-2025,26-02-2025,1,1,1,1,CBP360671
GREECE,CBP36076,GREECE,Purchase Order,144955,O,IBERICA,58,2,23-01-2025,26-02-2025,2,1,1,2,CBP360761
GREECE,CBP36083,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,181,1,08-01-2025,07-02-2025,4,2,1,1,CBP360831
GREECE,CBP36083,GREECE,Purchase Order,CEO20495-144954b,O,CAP,164,3,23-01-2025,14-02-2025,4,2,2,3,CBP360832
GREECE,CBP36086,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,182,2,08-01-2025,07-02-2025,2,1,1,2,CBP360861
GREECE,CBP36096,GREECE,Purchase Order,144949,O,IBERICA,102,2,21-01-2025,26-02-2025,2,1,1,2,CBP360961
GREECE,CBP36102,GREECE,Purchase Order,144949,O,IBERICA,103,3,21-01-2025,26-02-2025,3,1,1,3,CBP361021
GREECE,CBP36103,GREECE,Purchase Order,144883 BO,O,IBERICA,14,3,21-11-2024,26-02-2025,9,2,1,9,CBP361031
GREECE,CBP36103,GREECE,Purchase Order,144949,O,IBERICA,104,6,21-01-2025,26-02-2025,9,2,2,9,CBP361032
GREECE,CBP36133,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,183,1,08-01-2025,07-02-2025,1,1,1,1,CBP361331
GREECE,CBP3713,GREECE,Purchase Order,144652 BO,O,ANL,4,36,29-05-2024,17-02-2025,36,1,1,36,CBP37131
GREECE,CBP3750,GREECE,Purchase Order,144955,O,IBERICA,21,4,23-01-2025,26-02-2025,4,1,1,4,CBP37501
GREECE,CBP3776,GREECE,Purchase Order,144759 BO,O,ANL,5,36,12-08-2024,17-02-2025,36,1,1,36,CBP37761
GREECE,CBP3777,GREECE,Purchase Order,144421 BOVI,O,IBERICA,1,1,01-04-2024,26-02-2025,9,4,1,9,CBP37771
GREECE,CBP3777,GREECE,Purchase Order,144530 BOV,O,IBERICA,6,5,01-04-2024,26-02-2025,9,4,2,9,CBP37772
GREECE,CBP3777,GREECE,Purchase Order,144305 BOX,O,IBERICA,3,1,01-04-2024,26-02-2025,9,4,3,9,CBP37773
GREECE,CBP3777,GREECE,Purchase Order,144757 BOIII,O,IBERICA,8,2,09-08-2024,26-02-2025,9,4,4,9,CBP37774
GREECE,CBP3803,GREECE,Purchase Order,144759 BO,O,ANL,31,27,12-08-2024,17-02-2025,27,1,1,27,CBP38031
GREECE,CBP3805,GREECE,Purchase Order,144652 BO,O,ANL,10,36,29-05-2024,17-02-2025,36,1,1,36,CBP38051
GREECE,CBP3813,GREECE,Purchase Order,144792 BO,O,ANL,14,27,06-09-2024,26-02-2025,27,1,1,27,CBP38131
GREECE,CBP3814,GREECE,Purchase Order,144759 BO,O,ANL,103,36,12-08-2024,17-02-2025,36,1,1,36,CBP38141
GREECE,CBP3841,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,28,1,15-01-2025,07-02-2025,82,3,1,1,CBP38411
GREECE,CBP3841,GREECE,Purchase Order,144759 BO,O,ANL,75,45,12-08-2024,17-02-2025,82,3,2,45,CBP38412
GREECE,CBP3841,GREECE,Purchase Order,144877 BO,O,ANL,137,36,18-11-2024,14-03-2025,82,3,3,36,CBP38413
GREECE,CBP3863,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,29,8,15-01-2025,07-02-2025,48,2,1,8,CBP38631
GREECE,CBP3863,GREECE,Purchase Order,144759 BO,O,ANL,80,40,12-08-2024,17-02-2025,48,2,2,40,CBP38632
GREECE,CBP3893,GREECE,Purchase Order,144759 BO,O,ANL,109,36,12-08-2024,17-02-2025,72,2,1,36,CBP38931
GREECE,CBP3893,GREECE,Purchase Order,144877 BO,O,ANL,100,36,18-11-2024,14-03-2025,72,2,2,36,CBP38932
GREECE,CBP3902,GREECE,Purchase Order,CEO20495-144954b,O,CAP,165,5,23-01-2025,14-02-2025,5,1,1,5,CBP39021
GREECE,CBP3912,GREECE,Purchase Order,144871 BO,O,ZAACO,123,81,24-10-2024,25-02-2025,225,3,1,81,CBP39121
GREECE,CBP3912,GREECE,Purchase Order,144908,O,ZAACO,33,72,09-12-2024,26-03-2025,225,3,2,72,CBP39122
GREECE,CBP3912,GREECE,Purchase Order,144934,O,ZAACO,51,72,06-01-2025,06-05-2025,225,3,3,72,CBP39123
GREECE,CBP3919,GREECE,Purchase Order,144877,O,ANL,74,10,18-11-2024,17-02-2025,40,2,1,10,CBP39191
GREECE,CBP3919,GREECE,Purchase Order,144877 BO,O,ANL,92,30,18-11-2024,14-03-2025,40,2,2,30,CBP39192
GREECE,CBP3922,GREECE,Purchase Order,144759 BO,O,ANL,52,81,12-08-2024,17-02-2025,81,1,1,81,CBP39221
GREECE,CBP3935,GREECE,Purchase Order,144759 BO,O,ANL,69,45,12-08-2024,17-02-2025,81,2,1,45,CBP39351
GREECE,CBP3935,GREECE,Purchase Order,144877 BO,O,ANL,127,36,18-11-2024,14-03-2025,81,2,2,36,CBP39352
GREECE,CBP3938,GREECE,Purchase Order,144759 BO,O,ANL,106,36,12-08-2024,17-02-2025,36,1,1,36,CBP39381
GREECE,CBP3941,GREECE,Purchase Order,CEO20493-144953,O,CAP,127,2,23-01-2025,14-02-2025,2,1,1,2,CBP39411
GREECE,CBP3942,GREECE,Purchase Order,144759 BO,O,ANL,46,99,12-08-2024,17-02-2025,200,3,1,180,CBP39421
GREECE,CBP3942,GREECE,Purchase Order,144877,O,ANL,39,81,18-11-2024,17-02-2025,200,3,2,180,CBP39422
GREECE,CBP3942,GREECE,Purchase Order,144955,O,IBERICA,22,20,23-01-2025,26-02-2025,200,3,3,20,CBP39423
GREECE,CBP3945,GREECE,Purchase Order,144871 BOII,O,ZAACO,7,63,24-10-2024,26-03-2025,63,1,1,63,CBP39451
GREECE,CBP3949,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,184,1,08-01-2025,07-02-2025,6,2,1,1,CBP39491
GREECE,CBP3949,GREECE,Purchase Order,144955,O,IBERICA,23,5,23-01-2025,26-02-2025,6,2,2,5,CBP39492
GREECE,CBP3950,GREECE,Purchase Order,144792 BO,O,ANL,16,36,06-09-2024,26-02-2025,36,1,1,36,CBP39501
GREECE,CBP3984,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,30,1,15-01-2025,07-02-2025,118,3,1,1,CBP39841
GREECE,CBP3984,GREECE,Purchase Order,144871 BO,O,ZAACO,124,54,24-10-2024,25-02-2025,118,3,2,54,CBP39842
GREECE,CBP3984,GREECE,Purchase Order,144934,O,ZAACO,74,63,06-01-2025,06-05-2025,118,3,3,63,CBP39843
GREECE,CBP41241,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,43,1,23-01-2025,07-02-2025,1,1,1,1,CBP412411
GREECE,CBP9002,GREECE,Purchase Order,144759 BO,O,ANL,54,67,12-08-2024,17-02-2025,67,1,1,67,CBP90021
GREECE,CBP9032,GREECE,Purchase Order,144934,O,ZAACO,43,84,06-01-2025,06-05-2025,84,1,1,84,CBP90321
GREECE,CBP9062K,GREECE,Purchase Order,144759 BO,O,ANL,89,37,12-08-2024,17-02-2025,37,1,1,37,CBP9062K1
