REC ID,DATE,DESCRIPTION,DOCUMENT NO,COMPANY NAME,PART NUMBER,UNIT PRICE,QTY,PRIORITY CODE,PRSYPAPPSEC,CURRENT STOCK,SALES ORDERS,BACKORDER,CUSTOMER TOTAL BO QTY,SALES-BACK ORDER,ACTUAL STOCK,ETA,FINAL PO QTY,NUMBER OF DAYS ETA,RELEASE,NOTE
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC288L,22.18,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2025-02-14,3.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC288R,22.18,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2025-02-14,3.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC299R,19.32,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC408L,27.3,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC408R,27.3,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC480L,25.09,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC495R,18.98,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC440R,17.81,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC420L,20.41,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC420R,20.41,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC420L,20.41,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC420R,20.41,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC428L,24.04,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC428R,24.04,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC428L,24.04,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC428R,24.04,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC427R,19.59,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC430L,22.8,3.0,SPECIAL,0.0,0.0,0.0,3.0,5.0,5.0,0.0,2025-01-29,2.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC430L,22.8,2.0,SPECIAL,0.0,0.0,0.0,2.0,5.0,5.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC410R,23.32,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC413L,21.77,2.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC468L,30.54,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC468R,30.54,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC422L,17.64,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2025-02-14,3.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC422R,17.64,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-03-07,2.0,33.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC123L,16.04,3.0,V-SLOW,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC099L,18.72,4.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,6.0,0.0,2025-02-14,4.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC085L,16.48,3.0,SLOW,0.0,0.0,0.0,3.0,3.0,13.0,0.0,2025-01-29,3.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC670L,16.49,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2025-03-07,3.0,33.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC740L,28.09,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC775L,42.22,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC775L,42.22,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
897939.0,09-10-2024,DIR VIA GREECE - NON EUR1 - BRAKE CALIPER,43164101.0,(GAZ) COMLINE IRELAND LIMITED,CBC550L,25.22,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2025-02-14,1.0,12.0,0.0,done
902081.0,05-11-2024,NON EUR1 CALIPER + CVJOINT + STSUP + WBK,203405.0,(GAZ) COMLINE IRELAND LIMITED,CBC670L,16.49,2.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2025-03-07,3.0,33.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC094L,20.56,2.0,V-SLOW,0.0,1.0,1.0,2.0,2.0,5.0,0.0,2025-01-29,4.0,-4.0,0.0,done
897939.0,09-10-2024,DIR VIA GREECE - NON EUR1 - BRAKE CALIPER,43164101.0,(GAZ) COMLINE IRELAND LIMITED,CBC690R,21.39,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2025-03-07,1.0,33.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC802R,17.63,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC740R,28.09,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC670R,16.49,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC312R,50.18,2.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2025-02-14,1.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC209L,16.16,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2025-02-14,3.0,12.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC077L,15.46,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC077L,15.46,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC066L,17.06,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC500L,25.57,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC500L,25.57,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC077R,15.46,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC500R,25.57,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC500R,25.57,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC168L,16.19,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC039L,15.71,2.0,SPECIAL,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC039L,15.71,1.0,SPECIAL,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC178L,17.09,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC458L,22.9,2.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC252L,12.79,3.0,SPECIAL,0.0,0.0,0.0,3.0,6.0,6.0,0.0,2025-01-29,3.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC252L,12.79,3.0,SPECIAL,0.0,0.0,0.0,3.0,6.0,6.0,0.0,2025-01-29,3.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC180R,14.74,3.0,SPECIAL,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2025-02-14,3.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC440L,17.81,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC458R,22.9,2.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC252R,12.79,2.0,SPECIAL,0.0,0.0,0.0,2.0,5.0,5.0,0.0,2025-01-29,3.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC252R,12.79,3.0,SPECIAL,0.0,0.0,0.0,3.0,5.0,5.0,0.0,2025-01-29,3.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC268L,23.32,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-01-29,2.0,-4.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC159L,25.59,2.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2025-01-29,1.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC133L,13.97,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC133L,13.97,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC196L,14.08,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC136R,20.07,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,8.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC139R,16.27,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC196R,14.08,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2025-02-14,2.0,12.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC026L,16.56,55.0,SLOW,0.0,0.0,0.0,46.0,46.0,46.0,0.0,2025-01-29,18.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC309L,40.63,1.0,SPECIAL,0.0,0.0,0.0,1.0,5.0,12.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC309L,40.63,5.0,SPECIAL,0.0,0.0,0.0,4.0,5.0,12.0,0.0,2025-01-29,2.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC054L,22.18,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,5.0,0.0,2025-01-29,3.0,-4.0,0.0,done
894006.0,18-09-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,192703.0,(GAZ) COMLINE IRELAND LIMITED,CBC054L,22.18,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,5.0,0.0,2025-01-29,3.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC035L,13.68,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,5.0,0.0,2025-01-29,3.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC051L,19.2,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,8.0,0.0,2025-01-29,1.0,-4.0,0.0,done
911500.0,08-01-2025,NON EUR1 - BACK ORDER,39269.0,(GAZ) COMLINE IRELAND LIMITED,CBC051L,19.2,1.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,8.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC100L,18.08,2.0,V-SLOW,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2025-01-29,8.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC048L,18.24,9.0,SPECIAL,0.0,1.0,1.0,7.0,9.0,11.0,0.0,2025-01-29,5.0,-4.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC048L,18.24,2.0,SPECIAL,0.0,1.0,1.0,2.0,9.0,11.0,0.0,2025-01-29,5.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC030L,15.55,8.0,V-SLOW,0.0,0.0,0.0,7.0,10.0,18.0,0.0,2025-01-29,12.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC032L,18.25,2.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2025-02-14,1.0,12.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC030L,15.55,3.0,V-SLOW,0.0,0.0,0.0,3.0,10.0,18.0,0.0,2025-01-29,12.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC005L,18.26,3.0,V-SLOW,0.0,0.0,0.0,3.0,3.0,7.0,0.0,2025-01-29,6.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC015L,21.25,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,5.0,0.0,2025-01-29,3.0,-4.0,0.0,done
897549.0,08-10-2024,NON EUR1 CALIPER+WBK,197606.0,(GAZ) COMLINE IRELAND LIMITED,CBC015L,21.25,2.0,SPECIAL,0.0,0.0,0.0,2.0,4.0,5.0,0.0,2025-01-29,3.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC031L,21.52,1.0,SPECIAL,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC003L,16.7,9.0,SLOW,0.0,1.0,0.0,9.0,48.0,67.0,1.0,2025-01-29,19.0,-4.0,0.0,No Allocation
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC003L,16.7,44.0,SLOW,0.0,1.0,0.0,39.0,48.0,67.0,1.0,2025-01-29,19.0,-4.0,0.0,No Allocation
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC120L,17.3,2.0,V-SLOW,0.0,0.0,0.0,2.0,9.0,11.0,0.0,2025-01-29,5.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC120L,17.3,8.0,V-SLOW,0.0,0.0,0.0,7.0,9.0,11.0,0.0,2025-01-29,5.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC050L,20.4,2.0,SPECIAL,0.0,0.0,0.0,2.0,3.0,8.0,0.0,2025-01-29,2.0,-4.0,0.0,done
902081.0,05-11-2024,NON EUR1 CALIPER + CVJOINT + STSUP + WBK,203405.0,(GAZ) COMLINE IRELAND LIMITED,CBC050L,20.4,1.0,SPECIAL,0.0,0.0,0.0,1.0,3.0,8.0,0.0,2025-01-29,2.0,-4.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC467L,19.44,2.0,SPECIAL,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC467L,19.44,2.0,SPECIAL,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2025-01-29,1.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC033L,34.1,7.0,V-SLOW,0.0,0.0,0.0,7.0,14.0,24.0,0.0,2025-01-29,9.0,-4.0,0.0,done
912650.0,16-01-2025,NON EUR1 CALIPER,215105.0,(GAZ) COMLINE IRELAND LIMITED,CBC095L,34.1,27.0,V-SLOW,0.0,0.0,0.0,26.0,36.0,60.0,0.0,2025-01-29,34.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC033L,34.1,10.0,V-SLOW,0.0,0.0,0.0,7.0,14.0,24.0,0.0,2025-01-29,9.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC095L,34.1,10.0,V-SLOW,0.0,0.0,0.0,10.0,36.0,60.0,0.0,2025-01-29,34.0,-4.0,0.0,done
900927.0,29-10-2024,NON EUR1 - CALIPER+CVJOINT+STSUP+WBK,202305.0,(GAZ) COMLINE IRELAND LIMITED,CBC063R,19.07,4.0,SLOW,0.0,0.0,0.0,4.0,35.0,56.0,0.0,2025-01-29,43.0,-4.0,0.0,done
897939.0,09-10-2024,DIR VIA GREECE - NON EUR1 - BRAKE CALIPER,43164101.0,(GAZ) COMLINE IRELAND LIMITED,CBC063R,19.07,16.0,SLOW,0.0,0.0,0.0,16.0,35.0,56.0,0.0,2025-01-29,43.0,-4.0,0.0,done
897549.0,08-10-2024,NON EUR1 CALIPER+WBK,197606.0,(GAZ) COMLINE IRELAND LIMITED,CBC063R,19.07,5.0,SLOW,0.0,0.0,0.0,5.0,35.0,56.0,0.0,2025-01-29,43.0,-4.0,0.0,done
896254.0,01-10-2024,NON EUR1 - CALIPER+CVJOINT+BRAKE DISC+WBK,196306.0,(GAZ) COMLINE IRELAND LIMITED,CBC063R,19.07,2.0,SLOW,0.0,0.0,0.0,2.0,35.0,56.0,0.0,2025-01-29,43.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC063R,19.07,8.0,SLOW,0.0,0.0,0.0,8.0,35.0,56.0,0.0,2025-01-29,43.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC309R,40.63,6.0,SPECIAL,0.0,0.0,0.0,4.0,7.0,13.0,0.0,2025-01-29,3.0,-4.0,0.0,done
906952.0,03-12-2024,NON EUR1 CALIPER+WBK+CVJOINT+STSUP,209104.0,(GAZ) COMLINE IRELAND LIMITED,CBC309R,40.63,1.0,SPECIAL,0.0,0.0,0.0,1.0,7.0,13.0,0.0,2025-01-29,3.0,-4.0,0.0,done
904652.0,19-11-2024,NON EUR1 CALIPER + WBK + CVJOINT,206304.0,(GAZ) COMLINE IRELAND LIMITED,CBC309R,40.63,2.0,SPECIAL,0.0,0.0,0.0,2.0,7.0,13.0,0.0,2025-01-29,3.0,-4.0,0.0,done
912653.0,16-01-2025,NON EUR1 CALIPER,215106.0,(GAZ) COMLINE IRELAND LIMITED,CBC467R,19.44,2.0,SPECIAL,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2025-03-07,3.0,33.0,0.0,done
