standardcode,partnumber,customercode,customername,targetdate,status,2023-customer-sales,2024-customer-sales,number-of-customer-target,number-of-part-number-target,sales-after-target,total-sales-after-first-target
LVBW15DISPAM,LVBW15,DISPAM,DISPAM,,Target Accepted,0,30,4,9,60,
LVBW1016DISPAM,LVBW1016,DISPAM,DISPAM,,Best Offered,0,0,4,6,0,
LVBW32DISPAM,LVBW32,DISPAM,DISPAM,,Target Accepted,0,0,4,5,0,
LVBW1004DISPAM,LVBW1004,DISPAM,DISPAM,,Best Offered,0,50,6,8,150,
LVBW726DISPAM,LVBW726,DISPAM,DISPAM,,Target Accepted,0,30,6,9,90,
LVBW65DISPAM,LVBW65,DISPAM,DISPAM,,Target Accepted,0,21,2,4,21,
LVBW15DISPAM,LVBW15,DISPAM,DISPAM,,Target Accepted,0,30,4,9,60,
LVBW1226DISPAM,LVBW1226,DISPAM,DISPAM,,Target Accepted,0,100,6,9,300,
LVBW1172DISPAM,LVBW1172,DISPAM,DISPAM,,Target Accepted,0,20,4,7,40,
LVBW1170DISPAM,LVBW1170,DISPAM,DISPAM,,Target Accepted,0,2,4,7,4,
LVBW1015DISPAM,LVBW1015,DISPAM,DISPAM,,Best Offered,0,0,2,5,0,
LVBW1210DISPAM,LVBW1210,DISPAM,DISPAM,,Best Offered,0,0,4,5,0,
LVBW1699DISPAM,LVBW1699,DISPAM,DISPAM,,Best Offered,0,0,4,6,0,
LVBW1256DISPAM,LVBW1256,DISPAM,DISPAM,,Best Offered,0,5,4,7,10,
LVBW1224DISPAM,LVBW1224,DISPAM,DISPAM,,Target Accepted,0,0,2,3,0,
LVBW1077DISPAM,LVBW1077,DISPAM,DISPAM,,Best Offered,0,0,2,4,0,
LVBW1061DISPAM,LVBW1061,DISPAM,DISPAM,,Best Offered,0,10,4,7,20,
LVBW1082DISPAM,LVBW1082,DISPAM,DISPAM,,Target Accepted,0,4,2,3,4,
LVBW1217DISPAM,LVBW1217,DISPAM,DISPAM,,Target Accepted,0,1,2,6,1,
LVBW1595DISPAM,LVBW1595,DISPAM,DISPAM,,Target Accepted,0,0,2,3,0,
LVBW1271DISPAM,LVBW1271,DISPAM,DISPAM,,Target Accepted,0,10,2,6,10,
LVBW1301DISPAM,LVBW1301,DISPAM,DISPAM,,Target Accepted,0,20,2,5,20,
LVBW1570DISPAM,LVBW1570,DISPAM,DISPAM,,Target Accepted,0,0,4,6,0,
LVBW1124DISPAM,LVBW1124,DISPAM,DISPAM,,Best Offered,0,5,4,5,10,
LVBW1226DISPAM,LVBW1226,DISPAM,DISPAM,,Best Offered,0,100,6,9,300,
LVBW1587DISPAM,LVBW1587,DISPAM,DISPAM,,Best Offered,0,5,4,8,10,
LVBW1646DISPAM,LVBW1646,DISPAM,DISPAM,,Target Accepted,0,50,8,9,200,
LVBW1298DISPAM,LVBW1298,DISPAM,DISPAM,,Target Accepted,0,0,2,3,0,
LVBW1304DISPAM,LVBW1304,DISPAM,DISPAM,,Best Offered,0,0,2,4,0,
LVBW1814DISPAM,LVBW1814,DISPAM,DISPAM,,Target Accepted,0,0,2,3,0,
LVBW1723DISPAM,LVBW1723,DISPAM,DISPAM,,Best Offered,0,18,6,7,54,
LVBW1608DISPAM,LVBW1608,DISPAM,DISPAM,,Target Accepted,0,0,2,4,0,
LVBD1294ZAUTOPLSIA,LVBD1294Z,AUTOPLSIA,AUTO PLUS ,,No Discount,0,0,2,2,0,
LVBD1631AUTOPLSIA,LVBD1631,AUTOPLSIA,AUTO PLUS ,,Best Offered,0,0,2,2,0,
LVBD1668AUTOPLSIA,LVBD1668,AUTOPLSIA,AUTO PLUS ,,Best Offered,0,4,1,2,4,
LVBD1727AUTOPLSIA,LVBD1727,AUTOPLSIA,AUTO PLUS ,,Best Offered,0,4,1,4,4,
LVBD1889AUTOPLSIA,LVBD1889,AUTOPLSIA,AUTO PLUS ,,Target Accepted,0,2,1,1,2,
LVBD1917AUTOPLSIA,LVBD1917,AUTOPLSIA,AUTO PLUS ,,Target Accepted,0,6,1,1,4,
LVBD2079AUTOPLSIA,LVBD2079,AUTOPLSIA,AUTO PLUS ,,Best Offered,0,2,1,2,2,
LVBW1643AUTOPLSIA,LVBW1643,AUTOPLSIA,AUTO PLUS ,,Target Accepted,0,0,2,3,0,
LVBW1661AUTOPLSIA,LVBW1661,AUTOPLSIA,AUTO PLUS ,,Target Accepted,0,2,1,4,2,
LVBW1662AUTOPLSIA,LVBW1662,AUTOPLSIA,AUTO PLUS ,,Best Offered,0,0,1,2,0,
LVCF581AUTOPLSIA,LVCF581,AUTOPLSIA,AUTO PLUS ,,Best Offered,6,8,1,2,6,
LVFF715AUTOPLSIA,LVFF715,AUTOPLSIA,AUTO PLUS ,,No Discount,3,2,4,4,2,
LVFF766AUTOPLSIA,LVFF766,AUTOPLSIA,AUTO PLUS ,,No Discount,0,0,4,4,0,
LVFL797AUTOPLSIA,LVFL797,AUTOPLSIA,AUTO PLUS ,,Target Accepted,24,12,1,2,12,
LVSA1814AUTOPLSIA,LVSA1814,AUTOPLSIA,AUTO PLUS ,,Best Offered,0,0,2,2,0,
LVSA1815AUTOPLSIA,LVSA1815,AUTOPLSIA,AUTO PLUS ,,Best Offered,0,0,1,1,0,
LVSL1468AUTOPLSIA,LVSL1468,AUTOPLSIA,AUTO PLUS ,,Target Accepted,0,4,1,3,4,
LVSL1473AUTOPLSIA,LVSL1473,AUTOPLSIA,AUTO PLUS ,,Target Accepted,0,4,1,1,4,
LVXL2022AUTOPLSIA,LVXL2022,AUTOPLSIA,AUTO PLUS ,,Target Accepted,0,6,1,1,6,
VBC360LADCZECH,VBC360L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC360RADCZECH,VBC360R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC294LADCZECH,VBC294L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC294RADCZECH,VBC294R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC208LADCZECH,VBC208L,ADCZECH,"AD Partner CZ & SK, A.S",,Best Offered,0,0,1,1,0,
VBC208RADCZECH,VBC208R,ADCZECH,"AD Partner CZ & SK, A.S",,Best Offered,0,0,1,3,0,
VBC254LADCZECH,VBC254L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC254RADCZECH,VBC254R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC136LADCZECH,VBC136L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC136RADCZECH,VBC136R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC217LADCZECH,VBC217L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC217RADCZECH,VBC217R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC119LADCZECH,VBC119L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC154LADCZECH,VBC154L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,3,0,
VBC281LADCZECH,VBC281L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC281RADCZECH,VBC281R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC195LADCZECH,VBC195L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC195RADCZECH,VBC195R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC113LADCZECH,VBC113L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC113RADCZECH,VBC113R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC222LADCZECH,VBC222L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC222RADCZECH,VBC222R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC126LADCZECH,VBC126L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC101RADCZECH,VBC101R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC127LADCZECH,VBC127L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC127RADCZECH,VBC127R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC260LADCZECH,VBC260L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC260RADCZECH,VBC260R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC240RADCZECH,VBC240R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC297LADCZECH,VBC297L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC297RADCZECH,VBC297R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC249LADCZECH,VBC249L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC249RADCZECH,VBC249R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC542LADCZECH,VBC542L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC542RADCZECH,VBC542R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC269LADCZECH,VBC269L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC184LADCZECH,VBC184L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC184RADCZECH,VBC184R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC666LADCZECH,VBC666L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC666RADCZECH,VBC666R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC604LADCZECH,VBC604L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC604RADCZECH,VBC604R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC258LADCZECH,VBC258L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC258RADCZECH,VBC258R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC459LADCZECH,VBC459L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC459RADCZECH,VBC459R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC237LADCZECH,VBC237L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC144LADCZECH,VBC144L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC144RADCZECH,VBC144R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
VBC235LADCZECH,VBC235L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC235RADCZECH,VBC235R,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
VBC101LADCZECH,VBC101L,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD1133ZADCZECH,LVBD1133Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,4,0,
LVBD1219ZADCZECH,LVBD1219Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1226ZADCZECH,LVBD1226Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1295ZADCZECH,LVBD1295Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,50,1,1,0,
LVBD1308ZADCZECH,LVBD1308Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD1310ADCZECH,LVBD1310,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1345ZADCZECH,LVBD1345Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1406ADCZECH,LVBD1406,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1414ZADCZECH,LVBD1414Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1503ADCZECH,LVBD1503,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1533ADCZECH,LVBD1533,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD1559ADCZECH,LVBD1559,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1604ADCZECH,LVBD1604,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1628ADCZECH,LVBD1628,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,26,1,1,0,
LVBD1632ADCZECH,LVBD1632,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1633ADCZECH,LVBD1633,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD1656ADCZECH,LVBD1656,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,3,0,
LVBD1667ADCZECH,LVBD1667,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1668ADCZECH,LVBD1668,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD1683ADCZECH,LVBD1683,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1695ADCZECH,LVBD1695,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1700ADCZECH,LVBD1700,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1711ADCZECH,LVBD1711,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,3,0,
LVBD1727ADCZECH,LVBD1727,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,4,0,
LVBD1729ADCZECH,LVBD1729,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1741ADCZECH,LVBD1741,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1746ADCZECH,LVBD1746,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1748ADCZECH,LVBD1748,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1756ADCZECH,LVBD1756,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1779ADCZECH,LVBD1779,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1785ADCZECH,LVBD1785,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD1792ADCZECH,LVBD1792,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1813ADCZECH,LVBD1813,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1822ADCZECH,LVBD1822,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1828ADCZECH,LVBD1828,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1841ADCZECH,LVBD1841,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1842ADCZECH,LVBD1842,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1843ADCZECH,LVBD1843,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1880ADCZECH,LVBD1880,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1881ADCZECH,LVBD1881,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1898ADCZECH,LVBD1898,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1899ADCZECH,LVBD1899,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,3,0,
LVBD1911ADCZECH,LVBD1911,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD1914ADCZECH,LVBD1914,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1936ADCZECH,LVBD1936,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1955ADCZECH,LVBD1955,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD1973ADCZECH,LVBD1973,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD2008ADCZECH,LVBD2008,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD2046ADCZECH,LVBD2046,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD2057ADCZECH,LVBD2057,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD2079ADCZECH,LVBD2079,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD2109ADCZECH,LVBD2109,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD2115ADCZECH,LVBD2115,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD2119ADCZECH,LVBD2119,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD215ZADCZECH,LVBD215Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD2253ADCZECH,LVBD2253,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD2304ADCZECH,LVBD2304,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD468ZADCZECH,LVBD468Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD534ZADCZECH,LVBD534Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD564ZADCZECH,LVBD564Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBD803ZADCZECH,LVBD803Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBD829ADCZECH,LVBD829,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,3,0,
LVBE185ZADCZECH,LVBE185Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVBE223ADCZECH,LVBE223,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBE265ADCZECH,LVBE265,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBE283ADCZECH,LVBE283,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,3,0,
LVBE353ZADCZECH,LVBE353Z,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVBE375ADCZECH,LVBE375,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF507ADCZECH,LVCF507,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF508ADCZECH,LVCF508,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF522ADCZECH,LVCF522,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVCF529ADCZECH,LVCF529,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF531ADCZECH,LVCF531,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVCF534ADCZECH,LVCF534,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF536ADCZECH,LVCF536,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVCF537ADCZECH,LVCF537,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,4,0,
LVCF540ADCZECH,LVCF540,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF553ADCZECH,LVCF553,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF557ADCZECH,LVCF557,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,3,0,
LVCF562ADCZECH,LVCF562,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF575ADCZECH,LVCF575,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVCF576ADCZECH,LVCF576,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,100,1,3,22,
LVCF579ADCZECH,LVCF579,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,30,1,5,0,
LVCF581ADCZECH,LVCF581,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVCF584ADCZECH,LVCF584,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF592ADCZECH,LVCF592,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF609ADCZECH,LVCF609,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,10,1,4,10,
LVCF632ADCZECH,LVCF632,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF637ADCZECH,LVCF637,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVCF644ADCZECH,LVCF644,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVCF646ADCZECH,LVCF646,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF657ADCZECH,LVCF657,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF664ADCZECH,LVCF664,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVCF687ADCZECH,LVCF687,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVFA1405ADCZECH,LVFA1405,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVFA1411ADCZECH,LVFA1411,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1417ADCZECH,LVFA1417,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1430ADCZECH,LVFA1430,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1436ADCZECH,LVFA1436,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1437ADCZECH,LVFA1437,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1451ADCZECH,LVFA1451,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1459ADCZECH,LVFA1459,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1460ADCZECH,LVFA1460,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1473ADCZECH,LVFA1473,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVFA1474ADCZECH,LVFA1474,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1480ADCZECH,LVFA1480,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1494ADCZECH,LVFA1494,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVFA1496ADCZECH,LVFA1496,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVFA1500ADCZECH,LVFA1500,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1514ADCZECH,LVFA1514,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1519ADCZECH,LVFA1519,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1537ADCZECH,LVFA1537,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1559ADCZECH,LVFA1559,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1560ADCZECH,LVFA1560,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1586ADCZECH,LVFA1586,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1595ADCZECH,LVFA1595,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1625ADCZECH,LVFA1625,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVFA1626ADCZECH,LVFA1626,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1634ADCZECH,LVFA1634,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1655ADCZECH,LVFA1655,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1672ADCZECH,LVFA1672,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1673ADCZECH,LVFA1673,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,62,1,1,25,
LVFA1699ADCZECH,LVFA1699,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1708ADCZECH,LVFA1708,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFA1718ADCZECH,LVFA1718,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,2,0,
LVFF683ADCZECH,LVFF683,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,3,0,
LVFF689ADCZECH,LVFF689,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
LVFF693ADCZECH,LVFF693,ADCZECH,"AD Partner CZ & SK, A.S",,Target Accepted,0,0,1,1,0,
