standardcode,partnumber,customercode,customername,targetdate,status,2023-customer-sales,2024-customer-sales,number-of-customer-target,number-of-part-number-target,sales-after-target,total-sales-after-first-target
CBC389LGAZELA,CBC389L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC389RGAZELA,CBC389R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC391LGAZELA,CBC391L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC391RGAZELA,CBC391R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC392LGAZELA,CBC392L,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC392RGAZELA,CBC392R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC393LGAZELA,CBC393L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC393RGAZELA,CBC393R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC394LGAZELA,CBC394L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC394RGAZELA,CBC394R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC395LGAZELA,CBC395L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC395RGAZELA,CBC395R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC396LGAZELA,CBC396L,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC396RGAZELA,CBC396R,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC397LGAZELA,CBC397L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC397RGAZELA,CBC397R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC399LGAZELA,CBC399L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC399RGAZELA,CBC399R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC400LGAZELA,CBC400L,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC400RGAZELA,CBC400R,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC401LGAZELA,CBC401L,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC401RGAZELA,CBC401R,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC402LGAZELA,CBC402L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC402RGAZELA,CBC402R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC403LGAZELA,CBC403L,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC403RGAZELA,CBC403R,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC405LGAZELA,CBC405L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC405RGAZELA,CBC405R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC406LGAZELA,CBC406L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC406RGAZELA,CBC406R,GAZELA,GAZELA,,Best Offered,0,2,1,2,2,
CBC408LGAZELA,CBC408L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC408RGAZELA,CBC408R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC409LGAZELA,CBC409L,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC409RGAZELA,CBC409R,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC410LGAZELA,CBC410L,GAZELA,GAZELA,,Target Accepted,0,6,1,2,6,
CBC410RGAZELA,CBC410R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC411LGAZELA,CBC411L,GAZELA,GAZELA,,Best Offered,0,3,1,2,3,
CBC411RGAZELA,CBC411R,GAZELA,GAZELA,,Best Offered,0,2,1,2,2,
CBC412LGAZELA,CBC412L,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC412RGAZELA,CBC412R,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC413LGAZELA,CBC413L,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC413RGAZELA,CBC413R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC414LGAZELA,CBC414L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC414RGAZELA,CBC414R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC415LGAZELA,CBC415L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC415RGAZELA,CBC415R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC417LGAZELA,CBC417L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC417RGAZELA,CBC417R,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC418LGAZELA,CBC418L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC418RGAZELA,CBC418R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC419LGAZELA,CBC419L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC419RGAZELA,CBC419R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC420LGAZELA,CBC420L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC420RGAZELA,CBC420R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC422LGAZELA,CBC422L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC422RGAZELA,CBC422R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC424LGAZELA,CBC424L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC424RGAZELA,CBC424R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC425LGAZELA,CBC425L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC425RGAZELA,CBC425R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC426LGAZELA,CBC426L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC426RGAZELA,CBC426R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC427LGAZELA,CBC427L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC427RGAZELA,CBC427R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC428LGAZELA,CBC428L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC428RGAZELA,CBC428R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC429LGAZELA,CBC429L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC429RGAZELA,CBC429R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC430LGAZELA,CBC430L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC430RGAZELA,CBC430R,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC431LGAZELA,CBC431L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC431RGAZELA,CBC431R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC436LGAZELA,CBC436L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC436RGAZELA,CBC436R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC437LGAZELA,CBC437L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC437RGAZELA,CBC437R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC439LGAZELA,CBC439L,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC439RGAZELA,CBC439R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC440LGAZELA,CBC440L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC440RGAZELA,CBC440R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC441LGAZELA,CBC441L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC441RGAZELA,CBC441R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC442LGAZELA,CBC442L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC442RGAZELA,CBC442R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC443LGAZELA,CBC443L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC443RGAZELA,CBC443R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC444LGAZELA,CBC444L,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC444RGAZELA,CBC444R,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC447LGAZELA,CBC447L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC447RGAZELA,CBC447R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC448LGAZELA,CBC448L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC448RGAZELA,CBC448R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC453LGAZELA,CBC453L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC453RGAZELA,CBC453R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC455LGAZELA,CBC455L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC455RGAZELA,CBC455R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC458LGAZELA,CBC458L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC458RGAZELA,CBC458R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC463LGAZELA,CBC463L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC463RGAZELA,CBC463R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC464LGAZELA,CBC464L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC464RGAZELA,CBC464R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC465LGAZELA,CBC465L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC465RGAZELA,CBC465R,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC466LGAZELA,CBC466L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC466RGAZELA,CBC466R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC467LGAZELA,CBC467L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC467RGAZELA,CBC467R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC468LGAZELA,CBC468L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC468RGAZELA,CBC468R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC469LGAZELA,CBC469L,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC469RGAZELA,CBC469R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC470LGAZELA,CBC470L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC470RGAZELA,CBC470R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC471LGAZELA,CBC471L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC471RGAZELA,CBC471R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC473LGAZELA,CBC473L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC473RGAZELA,CBC473R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC474LGAZELA,CBC474L,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC474RGAZELA,CBC474R,GAZELA,GAZELA,,Target Accepted,0,5,1,1,5,
CBC475LGAZELA,CBC475L,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC475RGAZELA,CBC475R,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC476LGAZELA,CBC476L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC476RGAZELA,CBC476R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC477LGAZELA,CBC477L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC477RGAZELA,CBC477R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC480LGAZELA,CBC480L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC480RGAZELA,CBC480R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC482LGAZELA,CBC482L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC482RGAZELA,CBC482R,GAZELA,GAZELA,,Target Accepted,0,2,1,1,2,
CBC485LGAZELA,CBC485L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC485RGAZELA,CBC485R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC488LGAZELA,CBC488L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC488RGAZELA,CBC488R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC491LGAZELA,CBC491L,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC491RGAZELA,CBC491R,GAZELA,GAZELA,,Target Accepted,0,4,1,2,4,
CBC492LGAZELA,CBC492L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC492RGAZELA,CBC492R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC493LGAZELA,CBC493L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC493RGAZELA,CBC493R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC494LGAZELA,CBC494L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC494RGAZELA,CBC494R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC495LGAZELA,CBC495L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC495RGAZELA,CBC495R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC496LGAZELA,CBC496L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC496RGAZELA,CBC496R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC497LGAZELA,CBC497L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC497RGAZELA,CBC497R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC498LGAZELA,CBC498L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC498RGAZELA,CBC498R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC499LGAZELA,CBC499L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC499RGAZELA,CBC499R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC500LGAZELA,CBC500L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC500RGAZELA,CBC500R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC501LGAZELA,CBC501L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC501RGAZELA,CBC501R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC502LGAZELA,CBC502L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC502RGAZELA,CBC502R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC503LGAZELA,CBC503L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC503RGAZELA,CBC503R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC504LGAZELA,CBC504L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC504RGAZELA,CBC504R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC505LGAZELA,CBC505L,GAZELA,GAZELA,,Best Offered,0,5,1,2,5,
CBC505RGAZELA,CBC505R,GAZELA,GAZELA,,Best Offered,0,3,1,2,3,
CBC506LGAZELA,CBC506L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC506RGAZELA,CBC506R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC509LGAZELA,CBC509L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC509RGAZELA,CBC509R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC511LGAZELA,CBC511L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC511RGAZELA,CBC511R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC512LGAZELA,CBC512L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC512RGAZELA,CBC512R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC513LGAZELA,CBC513L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC513RGAZELA,CBC513R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC589LGAZELA,CBC589L,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC589RGAZELA,CBC589R,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC596LGAZELA,CBC596L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC596RGAZELA,CBC596R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC597LGAZELA,CBC597L,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC597RGAZELA,CBC597R,GAZELA,GAZELA,,Target Accepted,0,0,1,1,0,
CBC598LGAZELA,CBC598L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC598RGAZELA,CBC598R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC599LGAZELA,CBC599L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC599RGAZELA,CBC599R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC600LGAZELA,CBC600L,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC600RGAZELA,CBC600R,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC601LGAZELA,CBC601L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC601RGAZELA,CBC601R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC602LGAZELA,CBC602L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC602RGAZELA,CBC602R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC540LGAZELA,CBC540L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC540RGAZELA,CBC540R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC547LGAZELA,CBC547L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC547RGAZELA,CBC547R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC554LGAZELA,CBC554L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC554RGAZELA,CBC554R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC558LGAZELA,CBC558L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC558RGAZELA,CBC558R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC563LGAZELA,CBC563L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC563RGAZELA,CBC563R,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC564LGAZELA,CBC564L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC564RGAZELA,CBC564R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC565LGAZELA,CBC565L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC565RGAZELA,CBC565R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC566LGAZELA,CBC566L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC566RGAZELA,CBC566R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC570LGAZELA,CBC570L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC570RGAZELA,CBC570R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC573LGAZELA,CBC573L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC573RGAZELA,CBC573R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC578LGAZELA,CBC578L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC578RGAZELA,CBC578R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC588LGAZELA,CBC588L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC588RGAZELA,CBC588R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC593LGAZELA,CBC593L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC593RGAZELA,CBC593R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC615LGAZELA,CBC615L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC615RGAZELA,CBC615R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC616LGAZELA,CBC616L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC616RGAZELA,CBC616R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC619LGAZELA,CBC619L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC619RGAZELA,CBC619R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC620LGAZELA,CBC620L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC620RGAZELA,CBC620R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC623LGAZELA,CBC623L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC623RGAZELA,CBC623R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC624LGAZELA,CBC624L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC624RGAZELA,CBC624R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC625LGAZELA,CBC625L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC625RGAZELA,CBC625R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC626LGAZELA,CBC626L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC626RGAZELA,CBC626R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC630LGAZELA,CBC630L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC630RGAZELA,CBC630R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC632LGAZELA,CBC632L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC632RGAZELA,CBC632R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC634LGAZELA,CBC634L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC634RGAZELA,CBC634R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC635LGAZELA,CBC635L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC635RGAZELA,CBC635R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC587LGAZELA,CBC587L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC587RGAZELA,CBC587R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC640LGAZELA,CBC640L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC640RGAZELA,CBC640R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC532LGAZELA,CBC532L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC532RGAZELA,CBC532R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC639LGAZELA,CBC639L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC639RGAZELA,CBC639R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC669LGAZELA,CBC669L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC669RGAZELA,CBC669R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC670LGAZELA,CBC670L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC670RGAZELA,CBC670R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC672LGAZELA,CBC672L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC672RGAZELA,CBC672R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC673LGAZELA,CBC673L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC673RGAZELA,CBC673R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC675LGAZELA,CBC675L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC675RGAZELA,CBC675R,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC677LGAZELA,CBC677L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC677RGAZELA,CBC677R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC684LGAZELA,CBC684L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC684RGAZELA,CBC684R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC562LGAZELA,CBC562L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC562RGAZELA,CBC562R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC574LGAZELA,CBC574L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC574RGAZELA,CBC574R,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC687LGAZELA,CBC687L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC687RGAZELA,CBC687R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC688LGAZELA,CBC688L,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC688RGAZELA,CBC688R,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC689LGAZELA,CBC689L,GAZELA,GAZELA,,Target Accepted,0,2,1,1,2,
CBC689RGAZELA,CBC689R,GAZELA,GAZELA,,Target Accepted,0,2,1,1,2,
CBC690LGAZELA,CBC690L,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC690RGAZELA,CBC690R,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC691LGAZELA,CBC691L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC691RGAZELA,CBC691R,GAZELA,GAZELA,,Target Accepted,0,3,1,1,3,
CBC692LGAZELA,CBC692L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC692RGAZELA,CBC692R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC693LGAZELA,CBC693L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC693RGAZELA,CBC693R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC694LGAZELA,CBC694L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC694RGAZELA,CBC694R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC695LGAZELA,CBC695L,GAZELA,GAZELA,,Target Accepted,0,2,1,2,2,
CBC695RGAZELA,CBC695R,GAZELA,GAZELA,,Target Accepted,0,3,1,2,3,
CBC697LGAZELA,CBC697L,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC697RGAZELA,CBC697R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
CBC699LGAZELA,CBC699L,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC699RGAZELA,CBC699R,GAZELA,GAZELA,,Target Accepted,0,1,1,1,1,
CBC550LGAZELA,CBC550L,GAZELA,GAZELA,,Target Accepted,0,0,1,2,0,
CBC550RGAZELA,CBC550R,GAZELA,GAZELA,,Target Accepted,0,1,1,2,1,
